text_id,prompt_id,transformation_name,baseline_score,transformed_score,delta
52,2,comma_irregularity,1,0,-1
52,2,non_intrusive_typos,1,0,-1
53,2,punctuation_variation,1,1,0
53,2,comma_irregularity,1,0,-1
53,2,non_intrusive_typos,1,1,0
54,2,punctuation_variation,1,1,0
54,2,comma_irregularity,1,1,0
54,2,non_intrusive_typos,1,1,0
55,2,punctuation_variation,1,1,0
55,2,comma_irregularity,1,1,0
55,2,non_intrusive_typos,1,1,0
56,2,punctuation_variation,1,1,0
56,2,comma_irregularity,1,1,0
56,2,non_intrusive_typos,1,0,-1
57,2,punctuation_variation,1,0,-1
57,2,comma_irregularity,1,1,0
57,2,non_intrusive_typos,1,1,0
58,2,punctuation_variation,1,1,0
58,2,comma_irregularity,1,1,0
58,2,non_intrusive_typos,1,1,0
59,2,punctuation_variation,1,1,0
59,2,comma_irregularity,1,1,0
59,2,non_intrusive_typos,1,1,0
60,3,punctuation_variation,1,0,-1
60,3,comma_irregularity,1,0,-1
60,3,non_intrusive_typos,1,0,-1
61,3,punctuation_variation,1,1,0
61,3,comma_irregularity,1,1,0
61,3,non_intrusive_typos,1,1,0
62,3,punctuation_variation,1,1,0
62,3,comma_irregularity,1,1,0
62,3,non_intrusive_typos,1,0,-1
63,3,punctuation_variation,0,0,0
63,3,comma_irregularity,0,1,1
63,3,non_intrusive_typos,0,0,0
64,3,punctuation_variation,0,0,0
64,3,comma_irregularity,0,0,0
64,3,non_intrusive_typos,0,0,0
65,3,punctuation_variation,0,0,0
65,3,comma_irregularity,0,0,0
65,3,non_intrusive_typos,0,0,0
66,3,punctuation_variation,1,0,-1
66,3,comma_irregularity,1,0,-1
66,3,non_intrusive_typos,1,0,-1
67,3,punctuation_variation,1,0,-1
67,3,comma_irregularity,1,0,-1
67,3,non_intrusive_typos,1,0,-1
68,3,punctuation_variation,0,0,0
68,3,comma_irregularity,0,1,1
68,3,non_intrusive_typos,0,0,0
69,3,punctuation_variation,1,0,-1
69,3,comma_irregularity,1,0,-1
69,3,non_intrusive_typos,1,1,0
70,3,punctuation_variation,0,0,0
70,3,comma_irregularity,0,0,0
70,3,non_intrusive_typos,0,0,0
71,3,punctuation_variation,1,1,0
71,3,comma_irregularity,1,1,0
71,3,non_intrusive_typos,1,0,-1
72,3,punctuation_variation,1,1,0
72,3,comma_irregularity,1,0,-1
72,3,non_intrusive_typos,1,0,-1
73,3,punctuation_variation,1,1,0
73,3,comma_irregularity,1,0,-1
73,3,non_intrusive_typos,1,1,0
74,3,punctuation_variation,0,0,0
74,3,comma_irregularity,0,0,0
74,3,non_intrusive_typos,0,0,0
75,3,punctuation_variation,1,1,0
75,3,comma_irregularity,1,0,-1
75,3,non_intrusive_typos,1,0,-1
76,3,punctuation_variation,1,1,0
76,3,comma_irregularity,1,1,0
76,3,non_intrusive_typos,1,0,-1
77,3,punctuation_variation,0,0,0
77,3,comma_irregularity,0,0,0
77,3,non_intrusive_typos,0,0,0
78,3,punctuation_variation,1,1,0
78,3,comma_irregularity,1,0,-1
78,3,non_intrusive_typos,1,1,0
79,3,punctuation_variation,1,1,0
79,3,comma_irregularity,1,1,0
79,3,non_intrusive_typos,1,1,0
80,4,punctuation_variation,1,1,0
80,4,comma_irregularity,1,1,0
80,4,non_intrusive_typos,1,1,0
81,4,punctuation_variation,1,0,-1
81,4,comma_irregularity,1,0,-1
81,4,non_intrusive_typos,1,1,0
82,4,punctuation_variation,1,1,0
82,4,comma_irregularity,1,0,-1
82,4,non_intrusive_typos,1,1,0
83,4,punctuation_variation,1,0,-1
83,4,comma_irregularity,1,0,-1
83,4,non_intrusive_typos,1,1,0
84,4,punctuation_variation,1,1,0
84,4,comma_irregularity,1,1,0
84,4,non_intrusive_typos,1,1,0
85,4,punctuation_variation,1,1,0
85,4,comma_irregularity,1,1,0
85,4,non_intrusive_typos,1,0,-1
86,4,punctuation_variation,1,1,0
86,4,comma_irregularity,1,1,0
86,4,non_intrusive_typos,1,1,0
87,4,punctuation_variation,1,1,0
87,4,comma_irregularity,1,1,0
87,4,non_intrusive_typos,1,0,-1
88,4,punctuation_variation,1,1,0
88,4,comma_irregularity,1,1,0
88,4,non_intrusive_typos,1,0,-1
89,4,punctuation_variation,1,1,0
89,4,comma_irregularity,1,1,0
89,4,non_intrusive_typos,1,1,0
90,4,punctuation_variation,1,0,-1
90,4,comma_irregularity,1,1,0
90,4,non_intrusive_typos,1,0,-1
91,4,punctuation_variation,1,1,0
91,4,comma_irregularity,1,0,-1
91,4,non_intrusive_typos,1,0,-1
92,4,punctuation_variation,1,0,-1
92,4,comma_irregularity,1,1,0
92,4,non_intrusive_typos,1,1,0
93,4,punctuation_variation,1,1,0
93,4,comma_irregularity,1,1,0
93,4,non_intrusive_typos,1,0,-1
94,4,punctuation_variation,1,1,0
94,4,comma_irregularity,1,1,0
94,4,non_intrusive_typos,1,1,0
95,4,punctuation_variation,1,1,0
95,4,comma_irregularity,1,1,0
95,4,non_intrusive_typos,1,1,0
96,4,punctuation_variation,1,1,0
96,4,comma_irregularity,1,1,0
96,4,non_intrusive_typos,1,1,0
97,4,punctuation_variation,1,1,0
97,4,comma_irregularity,1,1,0
97,4,non_intrusive_typos,1,1,0
98,4,punctuation_variation,1,1,0
98,4,comma_irregularity,1,1,0
98,4,non_intrusive_typos,1,1,0
99,4,punctuation_variation,1,1,0
99,4,comma_irregularity,1,0,-1
99,4,non_intrusive_typos,1,1,0
100,5,punctuation_variation,1,1,0
100,5,comma_irregularity,1,1,0
100,5,non_intrusive_typos,1,0,-1
101,5,punctuation_variation,1,0,-1
101,5,comma_irregularity,1,0,-1
101,5,non_intrusive_typos,1,0,-1
102,5,punctuation_variation,1,0,-1
102,5,comma_irregularity,1,0,-1
102,5,non_intrusive_typos,1,0,-1
103,5,punctuation_variation,1,1,0
103,5,comma_irregularity,1,1,0
103,5,non_intrusive_typos,1,0,-1
104,5,punctuation_variation,1,0,-1
104,5,comma_irregularity,1,1,0
104,5,non_intrusive_typos,1,1,0
105,5,punctuation_variation,1,1,0
105,5,comma_irregularity,1,1,0
105,5,non_intrusive_typos,1,1,0
106,5,punctuation_variation,1,1,0
106,5,comma_irregularity,1,1,0
106,5,non_intrusive_typos,1,1,0
107,5,punctuation_variation,1,1,0
107,5,comma_irregularity,1,1,0
107,5,non_intrusive_typos,1,1,0
108,5,punctuation_variation,1,1,0
108,5,comma_irregularity,1,1,0
108,5,non_intrusive_typos,1,1,0
109,5,punctuation_variation,1,1,0
109,5,comma_irregularity,1,1,0
109,5,non_intrusive_typos,1,1,0
110,5,punctuation_variation,1,1,0
110,5,comma_irregularity,1,1,0
110,5,non_intrusive_typos,1,1,0
111,5,punctuation_variation,1,1,0
111,5,comma_irregularity,1,1,0
111,5,non_intrusive_typos,1,0,-1
112,5,punctuation_variation,1,1,0
112,5,comma_irregularity,1,1,0
112,5,non_intrusive_typos,1,1,0
113,5,punctuation_variation,1,1,0
113,5,comma_irregularity,1,0,-1
113,5,non_intrusive_typos,1,1,0
114,5,punctuation_variation,1,1,0
114,5,comma_irregularity,1,0,-1
114,5,non_intrusive_typos,1,1,0
115,5,punctuation_variation,1,0,-1
115,5,comma_irregularity,1,0,-1
115,5,non_intrusive_typos,1,0,-1
116,5,punctuation_variation,1,0,-1
116,5,comma_irregularity,1,0,-1
116,5,non_intrusive_typos,1,1,0
117,5,punctuation_variation,1,1,0
117,5,comma_irregularity,1,1,0
117,5,non_intrusive_typos,1,1,0
118,5,punctuation_variation,1,1,0
118,5,comma_irregularity,1,1,0
118,5,non_intrusive_typos,1,1,0
119,5,punctuation_variation,1,0,-1
119,5,comma_irregularity,1,1,0
119,5,non_intrusive_typos,1,0,-1
120,6,punctuation_variation,1,0,-1
120,6,comma_irregularity,1,1,0
120,6,non_intrusive_typos,1,1,0
121,6,punctuation_variation,1,0,-1
121,6,comma_irregularity,1,0,-1
121,6,non_intrusive_typos,1,1,0
122,6,punctuation_variation,1,1,0
122,6,comma_irregularity,1,1,0
122,6,non_intrusive_typos,1,1,0
123,6,punctuation_variation,1,0,-1
123,6,comma_irregularity,1,1,0
123,6,non_intrusive_typos,1,1,0
124,6,punctuation_variation,1,0,-1
124,6,comma_irregularity,1,0,-1
124,6,non_intrusive_typos,1,0,-1
125,6,punctuation_variation,1,1,0
125,6,comma_irregularity,1,1,0
125,6,non_intrusive_typos,1,1,0
126,6,punctuation_variation,1,1,0
126,6,comma_irregularity,1,1,0
126,6,non_intrusive_typos,1,0,-1
127,6,punctuation_variation,0,0,0
127,6,comma_irregularity,0,1,1
127,6,non_intrusive_typos,0,0,0
128,6,punctuation_variation,0,0,0
128,6,comma_irregularity,0,0,0
128,6,non_intrusive_typos,0,0,0
129,6,punctuation_variation,1,1,0
129,6,comma_irregularity,1,1,0
129,6,non_intrusive_typos,1,1,0
130,6,punctuation_variation,0,1,1
130,6,comma_irregularity,0,0,0
130,6,non_intrusive_typos,0,0,0
131,6,punctuation_variation,1,1,0
131,6,comma_irregularity,1,0,-1
131,6,non_intrusive_typos,1,0,-1
132,6,punctuation_variation,0,1,1
132,6,comma_irregularity,0,0,0
132,6,non_intrusive_typos,0,0,0
133,6,punctuation_variation,0,0,0
133,6,comma_irregularity,0,0,0
133,6,non_intrusive_typos,0,1,1
134,6,punctuation_variation,1,0,-1
134,6,comma_irregularity,1,0,-1
134,6,non_intrusive_typos,1,1,0
135,6,punctuation_variation,1,1,0
135,6,comma_irregularity,1,0,-1
135,6,non_intrusive_typos,1,1,0
136,6,punctuation_variation,1,1,0
136,6,comma_irregularity,1,0,-1
136,6,non_intrusive_typos,1,0,-1
137,6,punctuation_variation,1,1,0
137,6,comma_irregularity,1,0,-1
137,6,non_intrusive_typos,1,1,0
138,6,punctuation_variation,0,0,0
138,6,comma_irregularity,0,0,0
138,6,non_intrusive_typos,0,0,0
139,6,punctuation_variation,1,1,0
139,6,comma_irregularity,1,0,-1
139,6,non_intrusive_typos,1,0,-1
140,7,punctuation_variation,1,0,-1
140,7,comma_irregularity,1,1,0
140,7,non_intrusive_typos,1,1,0
141,7,punctuation_variation,0,0,0
141,7,comma_irregularity,0,0,0
141,7,non_intrusive_typos,0,0,0
142,7,punctuation_variation,1,0,-1
142,7,comma_irregularity,1,1,0
142,7,non_intrusive_typos,1,0,-1
143,7,punctuation_variation,1,1,0
143,7,comma_irregularity,1,1,0
143,7,non_intrusive_typos,1,1,0
144,7,punctuation_variation,0,1,1
144,7,comma_irregularity,0,0,0
144,7,non_intrusive_typos,0,0,0
145,7,punctuation_variation,0,0,0
145,7,comma_irregularity,0,0,0
145,7,non_intrusive_typos,0,1,1
146,7,punctuation_variation,1,1,0
146,7,comma_irregularity,1,1,0
146,7,non_intrusive_typos,1,1,0
147,7,punctuation_variation,1,0,-1
147,7,comma_irregularity,1,0,-1
147,7,non_intrusive_typos,1,1,0
148,7,punctuation_variation,1,0,-1
148,7,comma_irregularity,1,1,0
148,7,non_intrusive_typos,1,1,0
149,7,punctuation_variation,0,0,0
149,7,comma_irregularity,0,0,0
149,7,non_intrusive_typos,0,0,0
150,7,punctuation_variation,0,0,0
150,7,comma_irregularity,0,0,0
150,7,non_intrusive_typos,0,0,0
151,7,punctuation_variation,1,0,-1
151,7,comma_irregularity,1,0,-1
151,7,non_intrusive_typos,1,1,0
152,7,punctuation_variation,0,0,0
152,7,comma_irregularity,0,0,0
152,7,non_intrusive_typos,0,0,0
153,7,punctuation_variation,1,0,-1
153,7,comma_irregularity,1,0,-1
153,7,non_intrusive_typos,1,0,-1
154,7,punctuation_variation,0,0,0
154,7,comma_irregularity,0,0,0
154,7,non_intrusive_typos,0,1,1
155,7,punctuation_variation,1,0,-1
155,7,comma_irregularity,1,0,-1
155,7,non_intrusive_typos,1,0,-1
156,7,punctuation_variation,1,0,-1
156,7,comma_irregularity,1,1,0
156,7,non_intrusive_typos,1,1,0
157,7,punctuation_variation,0,0,0
157,7,comma_irregularity,0,0,0
157,7,non_intrusive_typos,0,0,0
158,7,punctuation_variation,1,0,-1
158,7,comma_irregularity,1,0,-1
158,7,non_intrusive_typos,1,0,-1
159,7,punctuation_variation,1,1,0
159,7,comma_irregularity,1,1,0
159,7,non_intrusive_typos,1,0,-1
160,8,punctuation_variation,1,0,-1
160,8,comma_irregularity,1,0,-1
160,8,non_intrusive_typos,1,1,0
161,8,punctuation_variation,1,0,-1
161,8,comma_irregularity,1,1,0
161,8,non_intrusive_typos,1,1,0
162,8,punctuation_variation,1,0,-1
162,8,comma_irregularity,1,1,0
162,8,non_intrusive_typos,1,1,0
163,8,punctuation_variation,1,1,0
163,8,comma_irregularity,1,0,-1
163,8,non_intrusive_typos,1,0,-1
164,8,punctuation_variation,1,0,-1
164,8,comma_irregularity,1,0,-1
164,8,non_intrusive_typos,1,1,0
165,8,punctuation_variation,1,0,-1
165,8,comma_irregularity,1,0,-1
165,8,non_intrusive_typos,1,1,0
166,8,punctuation_variation,1,0,-1
166,8,comma_irregularity,1,1,0
166,8,non_intrusive_typos,1,1,0
167,8,punctuation_variation,1,0,-1
167,8,comma_irregularity,1,0,-1
167,8,non_intrusive_typos,1,1,0
168,8,punctuation_variation,1,0,-1
168,8,comma_irregularity,1,1,0
168,8,non_intrusive_typos,1,1,0
169,8,punctuation_variation,1,1,0
169,8,comma_irregularity,1,0,-1
169,8,non_intrusive_typos,1,0,-1
170,8,punctuation_variation,1,1,0
170,8,comma_irregularity,1,0,-1
170,8,non_intrusive_typos,1,0,-1
171,8,punctuation_variation,1,1,0
171,8,comma_irregularity,1,1,0
171,8,non_intrusive_typos,1,1,0
172,8,punctuation_variation,1,1,0
172,8,comma_irregularity,1,1,0
172,8,non_intrusive_typos,1,0,-1
173,8,punctuation_variation,1,1,0
173,8,comma_irregularity,1,0,-1
173,8,non_intrusive_typos,1,1,0
174,8,punctuation_variation,1,1,0
174,8,comma_irregularity,1,1,0
174,8,non_intrusive_typos,1,0,-1
175,8,punctuation_variation,1,0,-1
175,8,comma_irregularity,1,1,0
175,8,non_intrusive_typos,1,0,-1
176,8,punctuation_variation,1,1,0
176,8,comma_irregularity,1,1,0
176,8,non_intrusive_typos,1,1,0
177,8,punctuation_variation,1,1,0
177,8,comma_irregularity,1,0,-1
177,8,non_intrusive_typos,1,0,-1
178,8,punctuation_variation,1,0,-1
178,8,comma_irregularity,1,1,0
178,8,non_intrusive_typos,1,1,0
179,8,punctuation_variation,1,0,-1
179,8,comma_irregularity,1,1,0
179,8,non_intrusive_typos,1,0,-1
180,9,punctuation_variation,1,1,0
180,9,comma_irregularity,1,1,0
180,9,non_intrusive_typos,1,1,0
181,9,punctuation_variation,1,0,-1
181,9,comma_irregularity,1,0,-1
181,9,non_intrusive_typos,1,0,-1
182,9,punctuation_variation,1,0,-1
182,9,comma_irregularity,1,0,-1
182,9,non_intrusive_typos,1,0,-1
183,9,punctuation_variation,1,1,0
183,9,comma_irregularity,1,1,0
183,9,non_intrusive_typos,1,1,0
184,9,punctuation_variation,1,1,0
184,9,comma_irregularity,1,1,0
184,9,non_intrusive_typos,1,1,0
185,9,punctuation_variation,1,0,-1
185,9,comma_irregularity,1,1,0
185,9,non_intrusive_typos,1,0,-1
186,9,punctuation_variation,1,1,0
186,9,comma_irregularity,1,1,0
186,9,non_intrusive_typos,1,0,-1
187,9,punctuation_variation,1,1,0
187,9,comma_irregularity,1,1,0
187,9,non_intrusive_typos,1,0,-1
188,9,punctuation_variation,1,0,-1
188,9,comma_irregularity,1,1,0
188,9,non_intrusive_typos,1,0,-1
189,9,punctuation_variation,1,1,0
189,9,comma_irregularity,1,0,-1
189,9,non_intrusive_typos,1,1,0
190,9,punctuation_variation,1,0,-1
190,9,comma_irregularity,1,0,-1
190,9,non_intrusive_typos,1,1,0
191,9,punctuation_variation,1,0,-1
191,9,comma_irregularity,1,1,0
191,9,non_intrusive_typos,1,0,-1
192,9,punctuation_variation,1,0,-1
192,9,comma_irregularity,1,0,-1
192,9,non_intrusive_typos,1,0,-1
193,9,punctuation_variation,1,1,0
193,9,comma_irregularity,1,1,0
193,9,non_intrusive_typos,1,0,-1
194,9,punctuation_variation,1,0,-1
194,9,comma_irregularity,1,1,0
194,9,non_intrusive_typos,1,1,0
195,9,punctuation_variation,1,0,-1
195,9,comma_irregularity,1,1,0
195,9,non_intrusive_typos,1,0,-1
196,9,punctuation_variation,1,0,-1
196,9,comma_irregularity,1,0,-1
196,9,non_intrusive_typos,1,1,0
197,9,punctuation_variation,1,0,-1
197,9,comma_irregularity,1,0,-1
197,9,non_intrusive_typos,1,1,0
198,9,punctuation_variation,1,0,-1
198,9,comma_irregularity,1,0,-1
198,9,non_intrusive_typos,1,0,-1
199,9,punctuation_variation,1,1,0
199,9,comma_irregularity,1,0,-1
199,9,non_intrusive_typos,1,0,-1
