text_id,prompt_id,transformation_name,baseline_score,transformed_score,delta
49,2,less_formal,1,0,-1
49,2,noisy_human,1,0,-1
49,2,more_human_flow,1,1,0
50,2,less_formal,1,1,0
50,2,noisy_human,1,1,0
50,2,more_human_flow,1,0,-1
51,2,less_formal,1,1,0
51,2,noisy_human,1,1,0
51,2,more_human_flow,1,0,-1
52,2,less_formal,1,1,0
52,2,noisy_human,1,1,0
52,2,more_human_flow,1,1,0
53,2,less_formal,1,1,0
53,2,noisy_human,1,1,0
53,2,more_human_flow,1,0,-1
54,2,less_formal,1,1,0
54,2,noisy_human,1,1,0
54,2,more_human_flow,1,1,0
55,2,less_formal,1,0,-1
55,2,noisy_human,1,1,0
55,2,more_human_flow,1,1,0
56,2,less_formal,1,1,0
56,2,noisy_human,1,1,0
56,2,more_human_flow,1,1,0
57,2,less_formal,1,1,0
57,2,noisy_human,1,1,0
57,2,more_human_flow,1,0,-1
58,2,less_formal,1,1,0
58,2,noisy_human,1,1,0
58,2,more_human_flow,1,1,0
59,2,less_formal,1,0,-1
59,2,noisy_human,1,1,0
59,2,more_human_flow,1,1,0
60,3,less_formal,1,0,-1
60,3,noisy_human,1,0,-1
60,3,more_human_flow,1,0,-1
61,3,less_formal,1,0,-1
61,3,noisy_human,1,0,-1
61,3,more_human_flow,1,1,0
62,3,less_formal,1,0,-1
62,3,noisy_human,1,0,-1
62,3,more_human_flow,1,0,-1
63,3,less_formal,0,0,0
63,3,noisy_human,0,0,0
63,3,more_human_flow,0,0,0
64,3,less_formal,0,0,0
64,3,noisy_human,0,0,0
64,3,more_human_flow,0,0,0
65,3,less_formal,0,0,0
65,3,noisy_human,0,0,0
65,3,more_human_flow,0,0,0
66,3,less_formal,1,0,-1
66,3,noisy_human,1,1,0
66,3,more_human_flow,1,0,-1
67,3,less_formal,1,1,0
67,3,noisy_human,1,0,-1
67,3,more_human_flow,1,1,0
68,3,less_formal,0,0,0
68,3,noisy_human,0,0,0
68,3,more_human_flow,0,0,0
69,3,less_formal,1,1,0
69,3,noisy_human,1,0,-1
69,3,more_human_flow,1,0,-1
70,3,less_formal,0,0,0
70,3,noisy_human,0,0,0
70,3,more_human_flow,0,0,0
71,3,less_formal,1,1,0
71,3,noisy_human,1,0,-1
71,3,more_human_flow,1,1,0
72,3,less_formal,1,0,-1
72,3,noisy_human,1,1,0
72,3,more_human_flow,1,1,0
73,3,less_formal,1,1,0
73,3,noisy_human,1,1,0
73,3,more_human_flow,1,1,0
74,3,less_formal,0,1,1
74,3,noisy_human,0,0,0
74,3,more_human_flow,0,0,0
75,3,less_formal,1,0,-1
75,3,noisy_human,1,1,0
75,3,more_human_flow,1,1,0
76,3,less_formal,1,1,0
76,3,noisy_human,1,0,-1
76,3,more_human_flow,1,0,-1
77,3,less_formal,0,0,0
77,3,noisy_human,0,0,0
77,3,more_human_flow,0,0,0
78,3,less_formal,1,0,-1
78,3,noisy_human,1,0,-1
78,3,more_human_flow,1,0,-1
79,3,less_formal,1,1,0
79,3,noisy_human,1,0,-1
79,3,more_human_flow,1,1,0
80,4,less_formal,1,1,0
80,4,noisy_human,1,1,0
80,4,more_human_flow,1,1,0
81,4,less_formal,1,1,0
81,4,noisy_human,1,0,-1
81,4,more_human_flow,1,0,-1
82,4,less_formal,1,1,0
82,4,noisy_human,1,0,-1
82,4,more_human_flow,1,1,0
83,4,less_formal,1,1,0
83,4,noisy_human,1,1,0
83,4,more_human_flow,1,1,0
84,4,less_formal,1,0,-1
84,4,noisy_human,1,1,0
84,4,more_human_flow,1,0,-1
85,4,less_formal,1,1,0
85,4,noisy_human,1,1,0
85,4,more_human_flow,1,1,0
86,4,less_formal,1,1,0
86,4,noisy_human,1,1,0
86,4,more_human_flow,1,1,0
87,4,less_formal,1,1,0
87,4,noisy_human,1,1,0
87,4,more_human_flow,1,1,0
88,4,less_formal,1,1,0
88,4,noisy_human,1,0,-1
88,4,more_human_flow,1,1,0
89,4,less_formal,1,0,-1
89,4,noisy_human,1,1,0
89,4,more_human_flow,1,1,0
90,4,less_formal,1,1,0
90,4,noisy_human,1,1,0
90,4,more_human_flow,1,0,-1
91,4,less_formal,1,1,0
91,4,noisy_human,1,1,0
91,4,more_human_flow,1,1,0
92,4,less_formal,1,0,-1
92,4,noisy_human,1,0,-1
92,4,more_human_flow,1,1,0
93,4,less_formal,1,0,-1
93,4,noisy_human,1,1,0
93,4,more_human_flow,1,1,0
94,4,less_formal,1,1,0
94,4,noisy_human,1,1,0
94,4,more_human_flow,1,1,0
95,4,less_formal,1,1,0
95,4,noisy_human,1,1,0
95,4,more_human_flow,1,0,-1
96,4,less_formal,1,1,0
96,4,noisy_human,1,0,-1
96,4,more_human_flow,1,1,0
97,4,less_formal,1,1,0
97,4,noisy_human,1,1,0
97,4,more_human_flow,1,1,0
98,4,less_formal,1,1,0
98,4,noisy_human,1,1,0
98,4,more_human_flow,1,1,0
99,4,less_formal,1,1,0
99,4,noisy_human,1,0,-1
99,4,more_human_flow,1,1,0
100,5,less_formal,1,0,-1
100,5,noisy_human,1,1,0
100,5,more_human_flow,1,0,-1
101,5,less_formal,1,1,0
101,5,noisy_human,1,0,-1
101,5,more_human_flow,1,0,-1
102,5,less_formal,1,0,-1
102,5,noisy_human,1,0,-1
102,5,more_human_flow,1,0,-1
103,5,less_formal,1,1,0
103,5,noisy_human,1,0,-1
103,5,more_human_flow,1,1,0
104,5,less_formal,1,0,-1
104,5,noisy_human,1,1,0
104,5,more_human_flow,1,0,-1
105,5,less_formal,1,1,0
105,5,noisy_human,1,1,0
105,5,more_human_flow,1,0,-1
106,5,less_formal,1,0,-1
106,5,noisy_human,1,0,-1
106,5,more_human_flow,1,0,-1
107,5,less_formal,1,1,0
107,5,noisy_human,1,1,0
107,5,more_human_flow,1,1,0
108,5,less_formal,1,0,-1
108,5,noisy_human,1,1,0
108,5,more_human_flow,1,0,-1
109,5,less_formal,1,1,0
109,5,noisy_human,1,1,0
109,5,more_human_flow,1,1,0
110,5,less_formal,1,1,0
110,5,noisy_human,1,1,0
110,5,more_human_flow,1,1,0
111,5,less_formal,1,1,0
111,5,noisy_human,1,1,0
111,5,more_human_flow,1,1,0
112,5,less_formal,1,1,0
112,5,noisy_human,1,1,0
112,5,more_human_flow,1,1,0
113,5,less_formal,1,1,0
113,5,noisy_human,1,1,0
113,5,more_human_flow,1,1,0
114,5,less_formal,1,1,0
114,5,noisy_human,1,1,0
114,5,more_human_flow,1,0,-1
115,5,less_formal,1,0,-1
115,5,noisy_human,1,0,-1
115,5,more_human_flow,1,1,0
116,5,less_formal,1,0,-1
116,5,noisy_human,1,1,0
116,5,more_human_flow,1,0,-1
117,5,less_formal,1,1,0
117,5,noisy_human,1,1,0
117,5,more_human_flow,1,1,0
118,5,less_formal,1,1,0
118,5,noisy_human,1,1,0
118,5,more_human_flow,1,1,0
119,5,less_formal,1,0,-1
119,5,noisy_human,1,0,-1
119,5,more_human_flow,1,0,-1
120,6,less_formal,1,1,0
120,6,noisy_human,1,0,-1
120,6,more_human_flow,1,1,0
121,6,less_formal,1,0,-1
121,6,noisy_human,1,1,0
121,6,more_human_flow,1,0,-1
122,6,less_formal,1,1,0
122,6,noisy_human,1,1,0
122,6,more_human_flow,1,0,-1
123,6,less_formal,1,1,0
123,6,noisy_human,1,0,-1
123,6,more_human_flow,1,1,0
124,6,less_formal,1,1,0
124,6,noisy_human,1,0,-1
124,6,more_human_flow,1,0,-1
125,6,less_formal,1,1,0
125,6,noisy_human,1,1,0
125,6,more_human_flow,1,1,0
126,6,less_formal,1,1,0
126,6,noisy_human,1,1,0
126,6,more_human_flow,1,0,-1
127,6,less_formal,0,1,1
127,6,noisy_human,0,0,0
127,6,more_human_flow,0,0,0
128,6,less_formal,0,0,0
128,6,noisy_human,0,0,0
128,6,more_human_flow,0,0,0
129,6,less_formal,1,1,0
129,6,noisy_human,1,1,0
129,6,more_human_flow,1,1,0
130,6,less_formal,0,0,0
130,6,noisy_human,0,0,0
130,6,more_human_flow,0,0,0
131,6,less_formal,1,0,-1
131,6,noisy_human,1,1,0
131,6,more_human_flow,1,1,0
132,6,less_formal,0,1,1
132,6,noisy_human,0,0,0
132,6,more_human_flow,0,0,0
133,6,less_formal,0,1,1
133,6,noisy_human,0,0,0
133,6,more_human_flow,0,0,0
134,6,less_formal,1,0,-1
134,6,noisy_human,1,1,0
134,6,more_human_flow,1,1,0
135,6,less_formal,1,1,0
135,6,noisy_human,1,0,-1
135,6,more_human_flow,1,0,-1
136,6,less_formal,1,1,0
136,6,noisy_human,1,1,0
136,6,more_human_flow,1,1,0
137,6,less_formal,1,0,-1
137,6,noisy_human,1,0,-1
137,6,more_human_flow,1,0,-1
138,6,less_formal,0,0,0
138,6,noisy_human,0,0,0
138,6,more_human_flow,0,0,0
139,6,less_formal,1,0,-1
139,6,noisy_human,1,1,0
139,6,more_human_flow,1,0,-1
140,7,less_formal,1,0,-1
140,7,noisy_human,1,0,-1
140,7,more_human_flow,1,0,-1
141,7,less_formal,0,0,0
141,7,noisy_human,0,0,0
141,7,more_human_flow,0,0,0
142,7,less_formal,1,0,-1
142,7,noisy_human,1,0,-1
142,7,more_human_flow,1,0,-1
143,7,less_formal,1,0,-1
143,7,noisy_human,1,0,-1
143,7,more_human_flow,1,0,-1
144,7,less_formal,0,0,0
144,7,noisy_human,0,0,0
144,7,more_human_flow,0,0,0
145,7,less_formal,0,0,0
145,7,noisy_human,0,0,0
145,7,more_human_flow,0,0,0
146,7,less_formal,1,0,-1
146,7,noisy_human,1,1,0
146,7,more_human_flow,1,1,0
147,7,less_formal,1,0,-1
147,7,noisy_human,1,0,-1
147,7,more_human_flow,1,0,-1
148,7,less_formal,1,0,-1
148,7,noisy_human,1,1,0
148,7,more_human_flow,1,0,-1
149,7,less_formal,0,1,1
149,7,noisy_human,0,0,0
149,7,more_human_flow,0,0,0
150,7,less_formal,0,0,0
150,7,noisy_human,0,0,0
150,7,more_human_flow,0,0,0
151,7,less_formal,1,0,-1
151,7,noisy_human,1,0,-1
151,7,more_human_flow,1,0,-1
152,7,less_formal,0,0,0
152,7,noisy_human,0,0,0
152,7,more_human_flow,0,0,0
153,7,less_formal,1,1,0
153,7,noisy_human,1,0,-1
153,7,more_human_flow,1,0,-1
154,7,less_formal,0,0,0
154,7,noisy_human,0,1,1
154,7,more_human_flow,0,0,0
155,7,less_formal,1,1,0
155,7,noisy_human,1,0,-1
155,7,more_human_flow,1,1,0
156,7,less_formal,1,0,-1
156,7,noisy_human,1,1,0
156,7,more_human_flow,1,1,0
157,7,less_formal,0,0,0
157,7,noisy_human,0,0,0
157,7,more_human_flow,0,1,1
158,7,less_formal,1,1,0
158,7,noisy_human,1,0,-1
158,7,more_human_flow,1,0,-1
159,7,less_formal,1,0,-1
159,7,noisy_human,1,1,0
159,7,more_human_flow,1,0,-1
160,8,less_formal,1,1,0
160,8,noisy_human,1,0,-1
160,8,more_human_flow,1,0,-1
161,8,less_formal,1,0,-1
161,8,noisy_human,1,0,-1
161,8,more_human_flow,1,0,-1
162,8,less_formal,1,0,-1
162,8,noisy_human,1,1,0
162,8,more_human_flow,1,1,0
163,8,less_formal,1,1,0
163,8,noisy_human,1,1,0
163,8,more_human_flow,1,1,0
164,8,less_formal,1,1,0
164,8,noisy_human,1,0,-1
164,8,more_human_flow,1,1,0
165,8,less_formal,1,1,0
165,8,noisy_human,1,1,0
165,8,more_human_flow,1,1,0
166,8,less_formal,1,1,0
166,8,noisy_human,1,0,-1
166,8,more_human_flow,1,1,0
167,8,less_formal,1,0,-1
167,8,noisy_human,1,0,-1
167,8,more_human_flow,1,0,-1
168,8,less_formal,1,1,0
168,8,noisy_human,1,1,0
168,8,more_human_flow,1,0,-1
169,8,less_formal,1,1,0
169,8,noisy_human,1,0,-1
169,8,more_human_flow,1,0,-1
170,8,less_formal,1,1,0
170,8,noisy_human,1,1,0
170,8,more_human_flow,1,1,0
171,8,less_formal,1,1,0
171,8,noisy_human,1,1,0
171,8,more_human_flow,1,1,0
172,8,less_formal,1,1,0
172,8,noisy_human,1,1,0
172,8,more_human_flow,1,1,0
173,8,less_formal,1,1,0
173,8,noisy_human,1,1,0
173,8,more_human_flow,1,1,0
174,8,less_formal,1,1,0
174,8,noisy_human,1,1,0
174,8,more_human_flow,1,1,0
175,8,less_formal,1,1,0
175,8,noisy_human,1,0,-1
175,8,more_human_flow,1,0,-1
176,8,less_formal,1,1,0
176,8,noisy_human,1,0,-1
176,8,more_human_flow,1,1,0
177,8,less_formal,1,0,-1
177,8,noisy_human,1,1,0
177,8,more_human_flow,1,1,0
178,8,less_formal,1,1,0
178,8,noisy_human,1,1,0
178,8,more_human_flow,1,1,0
179,8,less_formal,1,1,0
179,8,noisy_human,1,0,-1
179,8,more_human_flow,1,0,-1
180,9,less_formal,1,1,0
180,9,noisy_human,1,0,-1
180,9,more_human_flow,1,0,-1
181,9,less_formal,1,1,0
181,9,noisy_human,1,0,-1
181,9,more_human_flow,1,0,-1
182,9,less_formal,1,0,-1
182,9,noisy_human,1,0,-1
182,9,more_human_flow,1,0,-1
183,9,less_formal,1,0,-1
183,9,noisy_human,1,0,-1
183,9,more_human_flow,1,0,-1
184,9,less_formal,1,1,0
184,9,noisy_human,1,1,0
184,9,more_human_flow,1,1,0
185,9,less_formal,1,1,0
185,9,noisy_human,1,1,0
185,9,more_human_flow,1,0,-1
186,9,less_formal,1,1,0
186,9,noisy_human,1,1,0
186,9,more_human_flow,1,1,0
187,9,less_formal,1,0,-1
187,9,noisy_human,1,0,-1
187,9,more_human_flow,1,1,0
188,9,less_formal,1,0,-1
188,9,noisy_human,1,0,-1
188,9,more_human_flow,1,0,-1
189,9,less_formal,1,1,0
189,9,noisy_human,1,1,0
189,9,more_human_flow,1,1,0
190,9,less_formal,1,0,-1
190,9,noisy_human,1,1,0
190,9,more_human_flow,1,0,-1
191,9,less_formal,1,0,-1
191,9,noisy_human,1,0,-1
191,9,more_human_flow,1,0,-1
192,9,less_formal,1,1,0
192,9,noisy_human,1,0,-1
192,9,more_human_flow,1,0,-1
193,9,less_formal,1,1,0
193,9,noisy_human,1,0,-1
193,9,more_human_flow,1,0,-1
194,9,less_formal,1,0,-1
194,9,noisy_human,1,0,-1
194,9,more_human_flow,1,0,-1
195,9,less_formal,1,0,-1
195,9,noisy_human,1,0,-1
195,9,more_human_flow,1,0,-1
196,9,less_formal,1,1,0
196,9,noisy_human,1,1,0
196,9,more_human_flow,1,0,-1
197,9,less_formal,1,1,0
197,9,noisy_human,1,1,0
197,9,more_human_flow,1,0,-1
198,9,less_formal,1,0,-1
198,9,noisy_human,1,0,-1
198,9,more_human_flow,1,0,-1
199,9,less_formal,1,1,0
199,9,noisy_human,1,0,-1
199,9,more_human_flow,1,1,0
